REGIÓN;NOMBRE;SUBTIPO;CONTENIDO
Tacna;Ciudadela De Qampaycata Y/O Moqui;Ciudadelas;"""Restos arqueológicos preincaicos construidos en piedra sobre terrazas andinas."""
Tacna;Pinturas Rupestres De Toquepala;Pintura Rupestre;"""Pinturas rupestres que representan escenas de caza con más de 7,000 años."""
Tacna;Playa Ite-Inglesa;Playas;"""Playa de arena fina y aguas tranquilas ideal para el descanso y deportes."""
Tacna;Iglesia San Benedicto;Iglesias;"""Iglesia colonial que destaca por su sencilla arquitectura andina."""
Tacna;Baños Termales De Putina-Ticaco;Otros;"""Baños termales rodeados de montañas, frecuentados por locales y turistas."""
Apurímac;Aguas Termales De Ccocho;Ojos de agua;"""Pozas de aguas termales naturales usadas para baños medicinales."""
Amazonas;Sitio Arqueológico Laguna De Los Cóndores ;Cementerios;"""Sitio arqueológico con mausoleos funerarios preincaicos junto a una laguna."""
Ucayali;Área De Conservación Regional Imiria;Lagunas;"""Área natural protegida que conserva bosques inundables y biodiversidad amazónica."""
Ucayali;Laguna Yarinacocha;Lagunas;"""Laguna amazónica famosa por sus paisajes y actividades turísticas."""
Ucayali;Comunidad Nativa San Francisco;Tradicionales;"""Comunidad nativa que conserva tradiciones y cultura shipibo-conibo."""
Ucayali;Catarata Velo De La Novia;Cataratas;"""Cascada de gran altura que cae en forma de velo rodeada de vegetación."""
Ucayali;Catarata Ducha Del Diablo;Cataratas;"""Cascada con caída potente y paisaje selvático que impresiona a visitantes."""
Áncash;Laguna Parón;Lagunas;"""Laguna altoandina de aguas turquesas rodeada de montañas nevadas."""
Áncash;Cañón Del Pato;Cañones;"""Impresionante cañón tallado por el río Santa entre cordilleras."""
Áncash;Quebrada Santa Cruz;Quebradas;"""Quebrada andina famosa por su ruta de trekking y vistas a glaciares."""
Áncash;Quebrada Los Cedros;Quebradas;"""Quebrada rica en biodiversidad con senderos para caminatas ecológicas."""
Áncash;Carrera A La Cinta;Música y Danzas;"""Tradicional carrera atlética que se realiza cada año en la región."""
Áncash;Nevado Alpamayo;Nevado;"""Montaña considerada una de las más bellas del mundo por su forma piramidal."""
Áncash;Gruta De San Patricio;Grutas;"""Gruta natural que alberga imágenes religiosas y recibe peregrinos."""
Áncash;Nevado Pastoruri;Nevado;"""Glaciar accesible donde se pueden observar formaciones de hielo y nieve."""
Áncash;Cerro Pan De Azucar;Sitios de Batalla;"""Cerro de forma peculiar que se asemeja a un pan de azúcar."""
Áncash;Laguna Chinancocha - Llanganuco;Lagunas;"""Laguna de aguas color verde esmeralda rodeada de montañas nevadas."""
Áncash;Laguna Patococha;Lagunas;"""Laguna pequeña famosa por su belleza y avistamiento de aves."""
Áncash;Nevado Huascarán;Nevado;"""Montaña más alta del Perú, símbolo de la cordillera Blanca."""
Áncash;Campo Santo De Yungay;Campos santos;"""Cementerio que recuerda la tragedia del alud que sepultó la ciudad de Yungay."""
Apurímac;Sitio Arqueológico De Saywite;Zonas arqueológicas;"""Petroglifo monolítico con tallados que representan canales y figuras."""
Apurímac;Templo San Pedro De Haquira ;Templo;"""Iglesia colonial ubicada en Haquira con retablos y arte religioso."""
Apurímac;Baños Termales De Cconoc;Otros;"""Pozas termales naturales a orillas del río Apurímac muy visitadas."""
Apurímac;Sitio Arqueológico De Qorimarca;Zonas arqueológicas;"""Vestigios arqueológicos incaicos que dominan el paisaje andino."""
Apurímac;Santuario Nacional De Ampay ;Santuarios Nacionales;"""Santuario natural que protege bosques de intimpa y fauna endémica."""
Apurímac;Sitio Arqueológico De Sóndor;Zonas arqueológicas;"""Conjunto arqueológico de origen preincaico con plataformas y recintos."""
Apurímac;Laguna De Matara;Lagunas;"""Laguna altoandina rodeada de pastizales y aves silvestres."""
Apurímac;Sitio Arqueológico De Markansaya ;Zonas arqueológicas;"""Complejo arqueológico con recintos y andenes en la región andina."""
Apurímac;Laguna Occocco;Lagunas;"""Laguna de altura que refleja el paisaje montañoso circundante."""
Apurímac;Templo San Miguel Arcángel De Mamara ;Templo;"""Iglesia colonial con campanario de piedra y retablos barrocos."""
Arequipa;Iglesia San Miguel Arcángel De Cayma;Iglesias;"""Iglesia barroca arequipeña con retablos tallados y fachada de sillar."""
Arequipa;Catarata De Sipia;Cataratas;"""Cascada impresionante que forma parte del cañón del río Cotahuasi."""
Arequipa;La Mansión Del Fundador;Casa de Valor Arquitectónico;"""Mansión colonial construida en sillar que perteneció a un antiguo fundador."""
Arequipa;Mirador De Yanahuara;Miradores;"""Mirador tradicional con arcos de sillar que ofrece vistas a los volcanes."""
Arequipa;Cuevas De Sumbay;Cuevas;"""Cuevas con arte rupestre que representan figuras de camélidos y cazadores."""
Arequipa;Volcán Misti;Volcanes;"""Volcán activo símbolo de Arequipa por su forma cónica perfecta."""
Áncash;Casa De La Cultura De La Provincia De Aija Santiago Antúnez De Mayolo;Casa de Valor Arquitectónico;"""Casa cultural que preserva y difunde el patrimonio histórico de la provincia."""
Apurímac;Cañón Del Apurímac;Cañones;"""Cañón profundo que forma parte del recorrido del río Apurímac."""
Arequipa;Complejo De Aguas Termales De Yura;Otros;"""Conjunto de pozas termales naturales y piscinas acondicionadas para el público."""
Arequipa;Valle De Los Volcanes;Volcanes;"""Valle con más de ochenta conos volcánicos formados por erupciones antiguas."""
Arequipa;Reserva Nacional De Salinas Y Aguada Blanca;Reservas Nacionales;"""Reserva que protege vicuñas, paisajes altoandinos y lagunas salinas."""
Arequipa;Complejo Arqueológico  Toro Muerto;Petroglifos (Grabados en piedra);"""Zona arqueológica con miles de petroglifos tallados en piedra volcánica."""
Arequipa;Mirador De La Cruz Del Condor;Miradores naturales;"""Mirador natural famoso por el avistamiento del majestuoso cóndor andino."""
Arequipa;Valle Del Colca;Valles;"""Valle andino con terrazas agrícolas, pueblos tradicionales y paisajes imponentes."""
Arequipa;Iglesia San Juan Bautista;Iglesias;"""Iglesia colonial que destaca por su fachada de piedra y retablos barrocos."""
Arequipa;Santuario Nacional Lagunas De Mejía;Santuarios Nacionales;"""Área natural protegida que alberga lagunas costeras y gran diversidad de aves."""
Cajamarca;Iglesia Catedral  Santa Catalina;Iglesias;"""Catedral arequipeña de sillar blanco con torres imponentes y amplio atrio."""
Cajamarca;Iglesia San Antonio De Padua - San Francisco;Iglesias;"""Iglesia franciscana con claustros y retablos que conservan arte colonial."""
Cajamarca;Mirador Del Cerro Santa Apolonia;Miradores;"""Mirador natural que ofrece vistas panorámicas de Cajamarca y sus alrededores."""
Cajamarca;Conjunto Monumental Belén;Complejo monumental;"""Conjunto arquitectónico barroco formado por iglesia, hospital y capillas."""
Cajamarca;El Cuarto Del Rescate;Murallas;"""Histórica sala donde Atahualpa fue preso y ofreció el rescate en oro."""
Cajamarca;Complejo Arqueológico De Layzón;Templos;"""Restos arqueológicos preincaicos conocidos por sus andenes y recintos."""
Cajamarca;Complejo Arqueológico Huacaloma;Templos;"""Centro ceremonial y habitacional de la cultura preincaica Cajamarca."""
Cajamarca;Ventanillas De Otuzco;Cementerios;"""Necrópolis preincaica con nichos tallados en roca volcánica."""
Cajamarca;Granja Porcón;Granadería;"""Proyecto agroforestal que combina turismo, crianza de animales y reforestación."""
Cajamarca;Complejo Arqueológico Cumbemayo;Templos;"""Complejo ceremonial preincaico famoso por su canal hidráulico tallado en roca."""
Cajamarca;Hacienda La Colpa;Granadería;"""Hacienda tradicional famosa por su campana de bronce y leyendas locales."""
Apurímac;Templo San Pedro De Andahuaylas ;Iglesias;"""Iglesia colonial de Andahuaylas con retablos tallados y rica historia religiosa."""
Apurímac;Cárcel De Piedra O “Qaqacárcel” De Haquira;Murallas;"""Formación rocosa usada como prisión natural en la época colonial."""
Apurímac;Puente Colonial De San Nicolas De Tolentino;Puentes;"""Puente de piedra construido por los españoles que aún está en uso."""
Apurímac;Templo Colonial De Ayrihuanca;Templo;"""Iglesia colonial con pinturas murales y detalles barrocos."""
Áncash;Monumento Arqueológico Chavín De Huantar;Templos;"""Centro ceremonial de la cultura Chavín declarado Patrimonio de la Humanidad."""
Loreto;Río Amazonas (Iquitos- Nauta- Pacaya Samiria);Ríos;"""Tramo navegable del río más caudaloso del mundo que conecta pueblos amazónicos."""
Cajamarca;Museo De Sitio Kuntur Wasi;Museos de sitio;"""Museo que alberga piezas de oro y cerámica de la cultura Kuntur Wasi."""
Cajamarca;Complejo Turístico Baños Del Inca;Ojos de agua;"""Centro termal famoso desde tiempos preincaicos por sus aguas medicinales."""
Cajamarca;Laguna De Quengococha;Lagunas;"""Laguna altoandina rodeada de montañas y paisaje pastoril."""
Cajamarca;Laguna De Yaguarcocha;Lagunas;"""Laguna cuyo nombre significa ‘laguna de sangre’ por el color de sus aguas."""
Cajamarca;Complejo Arqueológico La Chocta;Templos;"""Conjunto arqueológico preincaico con recintos y plataformas de piedra."""
Cajamarca;Complejo Arquelógico Tantarica;Templos;"""Vestigios de la cultura preincaica Tantarica rodeados de paisaje andino."""
Cajamarca;Represa Gallito Ciego;Represas;"""Represa importante para la irrigación agrícola en la región."""
Cajamarca;Ventanillas De Jangala;Otros;"""Necrópolis preincaica con tumbas excavadas en formaciones rocosas."""
Cajamarca;Complejo Arqueológico Kuntur Wasi;Templos;"""Centro ceremonial de la cultura Kuntur Wasi con recintos y plazas."""
Huánuco;Puente Calicanto;Puentes;"""Puente de piedra colonial que une los márgenes del río en Cajamarca."""
Huánuco;Casa Hacienda Pucuchinche;Casa-Hacienda;"""Antigua hacienda que conserva arquitectura y tradiciones rurales."""
Huánuco;Zona Arqueológica Monumental De Kotosh;Zonas arqueológicas;"""Templo ceremonial preincaico famoso por las manos cruzadas de piedra."""
Huánuco;Zona Arqueológica Monumental De Huánuco Pampa;Zonas arqueológicas;"""Importante centro administrativo incaico construido sobre una pampa extensa."""
Junín;Área De Conservación Regional Huaytapallana ;Áreas de conservación regional;"""Área natural protegida que resguarda nevados y ecosistemas altoandinos."""
Junín;Plaza Huamanmarca;Plazas;"""Plaza tradicional que resalta por su pileta de piedra y arquitectura colonial."""
Junín;Plaza De La Constitución;Plazas;"""Plaza principal de Huancayo rodeada de edificios históricos y vida urbana."""
Junín;Capilla De La Merced;Capilla;"""Capilla colonial con fachada de sillar y arte religioso."""
Áncash;Laguna Jahuacocha;Lagunas;"""Laguna cordillerana famosa por reflejar picos nevados en sus aguas."""
Puno;Fortaleza De Quequerana;Fortalezas;"""Fortaleza preincaica construida en piedra que domina el valle."""
Junín;Cerrito De La Libertad;Miradores;"""Colina urbana con mirador que ofrece vistas panorámicas de la ciudad."""
Junín;Santuario Arqueológico De Wariwillka ;Santuarios;"""Sitio arqueológico incaico conocido como antiguo oráculo o santuario."""
Junín;Centro Piscícola El Ingenio;Piscigranja;"""Centro de producción de truchas que abastece a restaurantes y visitantes."""
Junín;Convento De Santa Rosa De Ocopa ;Convento;"""Convento franciscano que alberga una valiosa biblioteca y arte colonial."""
Madre De Dios;Collpa Colorado;Collpas;"""Zona de arcilla roja visitada por guacamayos y loros amazónicos."""
Madre De Dios;Reserva Nacional Tambopata;Reservas Nacionales;"""Reserva natural que protege bosques amazónicos y gran biodiversidad."""
Madre De Dios;Collpa Chuncho;Collpas;"""Collpa amazónica donde se congregan guacamayos para alimentarse de arcilla."""
Madre De Dios;Collpa De Guacamayos De Pariamanu;Collpas;"""Collpa en la selva donde guacamayos y loros se reúnen al amanecer."""
Madre De Dios;Lago Tres Chimbadas;Lagos;"""Pequeño lago amazónico ideal para avistamiento de fauna y paseos en canoa."""
Madre De Dios;Lago Cocococha;Lagos;"""Lago amazónico rodeado de selva que alberga abundante vida silvestre."""
Madre De Dios;Lago Sachavacayoc;Lagos;"""Lago amazónico famoso por sus paisajes y diversidad de aves."""
Madre De Dios;Quebrada El Gato;Quebradas;"""Quebrada en la selva que forma pequeñas cascadas y charcos cristalinos."""
Madre De Dios;Lago Sandoval;Lagos;"""Lago amazónico rodeado de selva y hábitat de nutrias y aves exóticas."""
Madre De Dios;Lago Valencia;Lagos;"""Lago amazónico famoso por sus aguas tranquilas y pesca artesanal."""
Madre De Dios;Parque Nacional Del Manu;Parques Nacionales;"""Reserva de biosfera que protege una de las mayores biodiversidades del planeta."""
Moquegua;Plaza De Armas De Moquegua;Plazas;"""Plaza principal de Moquegua rodeada de casonas coloniales y palmeras."""
Amazonas;Sitio Arqueológico Ollape;Ciudadelas;"""Sitio arqueológico preincaico con recintos de piedra y andenes."""
Amazonas;Sitio Arqueológico La Congona;Ciudadelas;"""Conjunto de estructuras funerarias de la cultura Chachapoyas."""
Amazonas;Centro Histórico De La  Jalca Grande;Centros Históricos;"""Caserío histórico con arquitectura tradicional de piedra y techos a dos aguas."""
Amazonas;Sitio Arqueológico Macro;Ciudadelas;"""Fortaleza preincaica construida en lo alto de un cerro con vistas al valle."""
Ayacucho;Mural De Jaime Ayala ;Pinturas murales;"""Mural contemporáneo que rinde homenaje a la identidad cultural local."""
Amazonas;Lago Pomacochas;Lagos;"""Lago altoandino rodeado de montañas y vegetación nublada."""
Amazonas;Catarata Chinata;Cataratas;"""Cascada de gran altura inmersa en la selva amazónica de Amazonas."""
Amazonas;Sitio Arqueológico Revash;Cementerios;"""Construcciones funerarias de la cultura Chachapoyas colgadas en acantilados."""
Amazonas;Zona Arqueológica Monumental Kuélap;Templos;"""Fortaleza preincaica monumental rodeada de murallas y torres circulares."""
Áncash;Laguna Churup;Lagunas;"""Laguna glaciar de aguas turquesas ideal para trekking y fotografía."""
Áncash;Laguna Llaca;Lagunas;"""Laguna cercana a Huaraz, punto de partida para caminatas de alta montaña."""
Áncash;Danza Las Pallas De Corongo;Música y Danzas;"""Danza tradicional femenina que representa leyendas y devoción religiosa."""
Áncash;Nevado Churup;Nevado;"""Nevado andino que destaca por su forma piramidal y paisajes de alta montaña."""
Áncash;Santuario Señor De La Soledad;Santuario;"""Templo colonial que guarda la imagen del Señor de la Soledad, patrono local."""
Áncash;Calle José Olaya - Huaraz;Barrios tradicionales;"""Calle histórica de Huaraz con casas de adobe y tradición artesanal."""
Áncash;Baños Termales De Monterrey;Otros;"""Centro termal cercano a Huaraz con piscinas de agua caliente natural."""
Áncash;Monumento Arquológico De Willkawain;Recintos ceremoniales;"""Complejo arqueológico con construcciones de piedra de época preincaica."""
Tumbes;Plaza Mayor De Tumbes ;Plazas;"""Plaza principal de Tumbes rodeada de palmeras y edificios coloniales."""
Tumbes;Iglesia Matriz San Nicolas De Tolentino.;Iglesias;"""Iglesia colonial de Tumbes con fachada sobria y campanario distintivo."""
Tumbes;Plazuela El Beso;Plazuelas;"""Pequeña plaza decorada con esculturas que simbolizan historias de amor."""
Tumbes;Paseo Jerusalén;Paseos peatonales;"""Paseo peatonal en Huaraz adornado con jardines y esculturas."""
Tumbes;Paseo De La Concordia Peruana-Ecuatoriana.;Paseos peatonales;"""Monumento que celebra la amistad entre Perú y Ecuador tras el acuerdo de paz."""
Tumbes;Aguas Termales Hervideros;Otros;"""Pozas naturales de aguas termales ricas en minerales para baños relajantes."""
Junín;Feria Dominical De Huancayo;Ferias Artesanales;"""Feria dominical que reúne artesanías, productos locales y danzas típicas."""
Junín;Pueblo Histórico De Sicaya;Históricos;"""Pueblo andino famoso por sus tradiciones religiosas y arquitectura colonial."""
Junín;Formaciones Geológicas De Torre Torre;Cerros;"""Formaciones rocosas erosionadas que asemejan torres de piedra."""
Junín;Laguna De Ñahuinpuquio;Lagunas;"""Laguna altoandina rodeada de montañas y paisaje rural."""
Junín;Sitio Arqueológico De Arwaturo;Zonas arqueológicas;"""Centro arqueológico de recintos de piedra sobre la laguna de Ñahuinpuquio."""
Junín;Pueblo Tradicional De Santiago León De Chongos Bajo;Tradicionales;"""Pueblo colonial con templos antiguos y fiestas tradicionales."""
Junín;La Casa Ugarte León;Casa de Valor Arquitectónico;"""Casa solariega de estilo republicano que conserva detalles arquitectónicos."""
Tumbes;La Cruz De La Conquista.;Piezas con valor histórico;"""Cruz histórica colocada tras la llegada de los conquistadores al valle."""
Tumbes;Plazuela Faustino Piaggio.;Plazuelas;"""Plazuela tradicional decorada con jardines y esculturas coloniales."""
Tumbes;Playa Punta Sal;Playas;"""Playa de aguas cálidas y arena clara ideal para descansar."""
Tumbes;Playa Punta Mero;Playas;"""Pequeña playa tranquila con mar turquesa y arena fina."""
Tumbes;Playa Acapulco;Playas;"""Playa familiar de arena dorada ideal para caminar y nadar."""
Tumbes;Playa Bocapán ;Playas;"""Playa conocida por sus aguas tranquilas y palmeras costeras."""
Tumbes;Playa Los Pinos.;Playas;"""Pequeña playa con mar tranquilo perfecta para descanso y pesca artesanal."""
Tumbes;Playa Zorritos;Playas;"""Playa de arena fina y mar templado, muy visitada por familias."""
Tumbes;Playa El Bendito;Playas;"""Playa cercana a Zorritos con aguas templadas y paisajes naturales."""
Tumbes;Santuario Nacional Los Manglares De Tumbes;Santuarios Nacionales;"""Santuario que protege bosques de manglares y diversidad de aves y peces."""
Tumbes;Zona Arqueológica Monumental Cabeza De Vaca;Zonas arqueológicas;"""Zona arqueológica preincaica con recintos de piedra y plazas ceremoniales."""
Tumbes;Estero La Chepa;Esteros;"""Canal natural entre manglares ideal para paseos en bote y observación de aves."""
Tumbes;Playa Hermosa-Tumbes;Playas;"""Playa extensa de arena clara ideal para caminatas y descanso."""
Junín;Plaza De Armas De Concepción;Plaza;"""Plaza central de Concepción rodeada de casonas y su iglesia matriz."""
Junín;Puente Las Balsas De Concepción – Heroinas Toledo;Puentes;"""Puente de balsas tradicional construido en honor a heroínas locales."""
Junín;Iglesia Matriz De Concepción;Iglesias;"""Iglesia colonial con torre de piedra y retablos tallados en madera."""
Junín;Pueblo Tradicional De Mito;Tradicionales;"""Pueblo tradicional conocido por su historia y fiestas patronales."""
Junín;Laguna De Paca;Lagunas;"""Laguna natural con muelles turísticos y actividades recreativas."""
Junín;Sitio Arqueológico De Tunan Marca;Zonas arqueológicas;"""Centro arqueológico de recintos circulares y construcciones preincaicas."""
Junín;Santuario Histórico De Chacamarca ;Santuarios Históricos;"""Campo histórico donde se libró una batalla decisiva por la independencia."""
Junín;Reserva Nacional De Junín;Reservas Nacionales;"""Reserva natural que alberga fauna altoandina y humedales importantes."""
Junín;Sitio Arqueológico De Corivinchos;Zonas arqueológicas;"""Sitio arqueológico de recintos y andenes construidos en piedra."""
Junín;Gruta De Huagapo;Grutas;"""Caverna profunda considerada la más larga de Sudamérica."""
Áncash;Laguna Cullicocha;Lagunas;"""Laguna de aguas azules rodeada de montañas nevadas."""
Áncash;Huaridanza;Música y Danzas;"""Danza típica de Huari que combina música, pasos ceremoniales y coloridos trajes."""
Junín;Catarata Bayoz;Cataratas;"""Cascada de tres caídas rodeada de exuberante vegetación amazónica."""
Junín;Santuario De Cani Cruz;Santuario;"""Santuario religioso tradicional que recibe peregrinos en procesiones locales."""
Junín;Petroglifos De Huanacaure;Petroglifos (Grabados en piedra);"""Conjunto de petroglifos grabados en piedra con figuras geométricas y animales."""
Junín;Catarata Tsomontonari ;Cataratas;"""Cascada selvática de difícil acceso que se forma en la época de lluvias."""
Pasco;Laguna De Punrun;Lagunas;"""Laguna altoandina de aguas frías rodeada de bofedales."""
Huánuco;Zona Arqueológica Monumental De Garu;Zonas arqueológicas;"""Centro ceremonial preincaico de recintos y plazas de piedra."""
Pasco;Iglesia San Pedro De Ninacaca;Iglesias;"""Iglesia colonial de Ninacaca con retablos y campanario de piedra."""
Pasco;Sitio Arqueológico Prehispánico Huarautambo;Zonas arqueológicas;"""Centro administrativo y ceremonial incaico de recintos de piedra."""
Pasco;Complejo Arqueológico Goñicutac;Ciudadelas;"""Complejo arqueológico con recintos y plazas ubicados en lo alto de un cerro."""
Pasco;Laguna De Chichurraquina;Lagunas;"""Laguna pequeña de altura rodeada de pastizales altoandinos."""
Puno;Templo De San Francisco De Asís;Templo;"""Iglesia colonial de piedra con retablos barrocos y una sola nave."""
Cusco;Museo Histórico Regional;Museos;"""Museo que exhibe piezas prehispánicas y arte virreinal del sur del Perú."""
Áncash;Punkuri Santuario Costeño;Templos;"""Santuario costeño que conserva restos del antiguo templo del dios Punkurí."""
Cusco;Templo De La Compañía De Jesús;Templo;"""Templo jesuita de impresionante fachada barroca en el centro histórico."""
Cusco;Parque Arqueológico De Saqsaywaman.;Fortalezas;"""Complejo arqueológico monumental famoso por sus enormes muros de piedra."""
Cusco;Sitio Arqueológico De Tambomachay;Templos;"""Centro ceremonial incaico conocido como los Baños del Inca."""
Cusco;Sitio Arqueológico De Pukapukara;Templos;"""Fortaleza incaica estratégica con miradores naturales del valle."""
Áncash;Playa Tortugas;Playas;"""Pequeña playa de aguas tranquilas ideal para familias y pescadores."""
Cusco;Parque Arqueológico Nacional De Machu Picchu;Parques arqueológicos;"""Ciudadela inca declarada Patrimonio Mundial y una de las maravillas del mundo."""
Cusco;Parque Arqueológico De Tipon;Parques arqueológicos;"""Complejo hidráulico incaico con canales y andenes agrícolas."""
Cusco;Sitio Arqueologico De Qaqyaqawana (Huchuy Qosqo);Templos;"""Centro arqueológico incaico en la cima de una montaña con vistas panorámicas."""
Cusco;Parque Arquelógico De Pisaq;Parques arqueológicos;"""Centro ceremonial y agrícola incaico con terrazas y recintos de piedra."""
Cusco;Parque Arqueológico De Raqchi;Parques arqueológicos;"""Complejo arqueológico inca dedicado al dios Wiracocha, con gran muro ceremonial."""
Cusco;Puente Colgante De  Q’Eswachaka ;Puentes;"""Puente colgante de fibra vegetal renovado anualmente según tradición ancestral."""
Cusco;Parque Arqueológico De Chinchero;Parques arqueológicos;"""Pueblo y centro arqueológico con restos incas y paisajes andinos."""
Cusco;Parque Arqueológico De Ollantaytambo;Parques arqueológicos;"""Fortaleza incaica construida en piedra, famosa por sus andenes y templos."""
Cusco;Templo De San Jeronimo;Templo;"""Iglesia colonial con retablos barrocos y arquitectura mestiza cusqueña."""
Cusco;Parque Arqueológico De Pikillaqta;Parques arqueológicos;"""Complejo arqueológico preincaico con recintos y murallas de piedra."""
Cusco;Templo De San Pedro Apóstol De Andahuaylillas;Templo;"""Iglesia conocida como la 'Capilla Sixtina de América' por sus frescos coloniales."""
Amazonas;Pozo Yana Yacu;Otros;"""Pozo de agua negra con valor simbólico y tradicional para la población local."""
Puno;Templo De San Miguel De Ilave;Templo;"""Iglesia colonial ubicada en la localidad altiplánica de Ilave."""
Puno;Arco Deustua;Fortalezas;"""Arco histórico que rinde homenaje a héroes locales de la independencia."""
Puno;Museo Municipal Carlos Dreyer;Museos;"""Museo que alberga piezas líticas y artísticas de culturas altiplánicas."""
Puno;Cerrito Huajsapata;Miradores naturales;"""Cerro mirador con vista panorámica de la ciudad de Puno y el lago Titicaca."""
Puno;Península De Capachica;Penínsulas;"""Peninsula tradicional del lago Titicaca famosa por sus comunidades artesanales."""
Puno;Isla Amantani;Islas;"""Isla del Titicaca conocida por sus terrazas agrícolas y tradiciones culturales."""
Puno;Isla Taquile;Tradicionales;"""Isla del Titicaca con fuerte identidad textil declarada Patrimonio Cultural."""
Puno;Islas Flotantes De Los Uros;Islas;"""Islas artificiales construidas con totora habitadas por los Uros."""
Áncash;Museo Arqueológico De Áncash Augusto Soriano Infante;Museos;"""Museo que conserva piezas líticas y textiles de la región de Áncash."""
Áncash;Balneario Termomedicinal Municipal De Pomabamba;Ojos de agua;"""Centro termal con aguas minerales terapéuticas en el Callejón de Conchucos."""
Áncash;Sitio Arqueológico Pumacayán - Huaraz;Zonas arqueológicas;"""Sitio arqueológico preincaico que guarda restos ceremoniales y recintos."""
Arequipa;Basílica Catedral De Arequipa;Basílica;"""Imponente catedral construida en sillar blanco símbolo de Arequipa."""
Arequipa;Iglesia De La Compañia;Iglesias;"""Iglesia jesuita famosa por sus claustros y tallados en piedra volcánica."""
Arequipa;Complejo San Francisco;Complejo monumental;"""Conjunto de iglesia, museo y convento con historia colonial arequipeña."""
Arequipa;Iglesia Y Convento De Santo Domingo;Iglesias;"""Iglesia y convento de época colonial con claustros e imaginería religiosa."""
Arequipa;Iglesia Y Museo De La Recoleta;Iglesias;"""Museo que alberga piezas arqueológicas y arte sacro colonial."""
Arequipa;Monasterio De San José Y Santa Teresa De Carmelitas Descalzas De Arequipa;Monasterio;"""Monasterio fundado por monjas carmelitas, con claustros de estilo barroco."""
Arequipa;Centro Artesanal  Fundo De Fierro;Fortalezas;"""Centro artesanal con talleres y venta de productos locales en Arequipa."""
Arequipa;Museo Arqueologico Jose Maria Morante Maldonado De La Universidad Nacional De San Agustin De Arequipa;Museos;"""Museo universitario con colecciones arqueológicas preincaicas y coloniales."""
Arequipa;Ventana Del Colca;Miradores naturales;"""Mirador natural del valle del Colca para observar el vuelo del cóndor."""
Loreto;Pueblo De Indiana;Tradicionales;"""Pueblo amazónico ribereño con costumbres tradicionales y pesca artesanal."""
Loreto;Malecón Tarapacá;Malecones;"""Malecón con vista al río Amazonas ideal para caminatas y atardeceres."""
Loreto;Reserva Nacional Pacaya - Samiria (Loreto - Requena - Alto Amazonas);Reservas Nacionales;"""Reserva que alberga delfines rosados, nutrias gigantes y gran biodiversidad."""
Loreto;Laguna Cushillococha;Lagunas;"""Laguna amazónica rodeada de palmeras y poblaciones ribereñas."""
Loreto;Pueblo De Pebas ;Tradicionales;"""Pueblo conocido por su tradición artesanal y murales pintados en las casas."""
Loreto;Mirador Del Barrio De Jerusalén;Miradores;"""Mirador histórico que ofrece vista panorámica de la ciudad de Arequipa."""
Loreto;Aguas Calientes;Manantiales;"""Pueblo turístico junto a Machu Picchu, famoso por sus aguas termales."""
Loreto;Lago Chia Tipishca, C.C. N.N. Canaán;Lagos;"""Lago amazónico con pesca artesanal y avistamiento de aves."""
Piura;Museo Municipal Vicús;Museos;"""Museo que exhibe piezas de la cultura Vicús y cerámica precolombina."""
Piura;Caleta Constante;Caletas;"""Caleta tradicional de pescadores ubicada en la costa norte peruana."""
Piura;Médano Blanco;Dunas;"""Extenso campo de dunas blancas en la costa de Piura, ideal para sandboard."""
Piura;Parroquia Catedral Sagrada Familia De Chulucanas ;Iglesias;"""Iglesia moderna de Chulucanas con diseño arquitectónico contemporáneo."""
Áncash;Fiesta Patronal De Santa Rosa De Lima - Chiquian;Fiestas religiosas-patronales;"""Fiesta patronal que combina danzas, música y procesiones religiosas."""
Áncash;Rocódromo De Los Olivos - Independencia;Formaciones rocosas(bosque de piedra);"""Muro de escalada urbano en Lima para práctica deportiva."""
Áncash;Corpus Danza;Música y Danzas;"""Danza tradicional que forma parte de las celebraciones religiosas locales."""
Áncash;Sitio Arqueológico Yayno;Fortalezas;"""Centro arqueológico con construcciones circulares de piedra en la sierra."""
Áncash;Laguna Awashcocha;Lagunas;"""Laguna altoandina rodeada de pastizales y paisaje montañoso."""
Áncash;Catarata Maria Jiray;Cataratas;"""Cascada de varios saltos ubicada cerca de Caraz, rodeada de vegetación."""
Áncash;Fiesta Patronal De La Virgen De Guadalupe - Tocash;Fiestas religiosas-patronales;"""Celebración religiosa con misas, procesiones y danzas andinas."""
Áncash;Cascada De Usgor;Cascadas;"""Cascada ubicada en las montañas centrales del Perú de difícil acceso."""
Áncash;Ciudadela De Pañamarca;Zonas arqueológicas;"""Complejo arqueológico moche famoso por sus murales y relieves."""
Áncash;Playa La Gramita;Playas;"""Playa pequeña y tranquila con arena dorada en la costa norte."""
Áncash;Danza Quillalla;Música y Danzas;"""Danza tradicional que combina pasos ceremoniales y coloridos trajes."""
Áncash;Cerro De Huancash;Fortalezas;"""Cerro andino frecuentado por senderistas y aficionados al trekking."""
Áncash;Semana Santa Huaracina;Fiestas religiosas-patronales;"""Semana Santa con procesiones, alfombras florales y música sacra."""
Áncash;Nevado Urus - Parque Nacional Huascarán ;Nevado;"""Nevado del Parque Nacional Huascarán ideal para alpinismo y trekking."""
